11,75353086,+,Rpa1,Smyd4
11,75355010,+,Smyd4
11,75394306,+,Smyd4
11,75394993,+,Smyd4
11,75395000,+,Smyd4
11,75395007,+,Smyd4
11,75507446,+,Prpf8,Rilp
11,75508172,+,Prpf8,Rilp
11,75547781,+,Mir3971,Slc43a2
11,75554441,+,Mir3971,Slc43a2
11,75555640,+,Mir3971,Slc43a2
11,75564846,+,Slc43a2
11,75564851,+,Slc43a2
11,75565582,+,Slc43a2
11,75565587,+,Slc43a2
11,75565588,+,Slc43a2
11,75565603,+,Slc43a2
11,75565608,+,Slc43a2
11,75565618,+,Slc43a2
11,75578334,+,Slc43a2
11,75578354,+,Slc43a2
11,75580157,+,Slc43a2
11,75580186,+,Slc43a2
11,75580191,+,Slc43a2
11,75580722,+,Slc43a2
11,75581862,+,Slc43a2
11,75581875,+,Slc43a2
11,75583250,+,Pitpna
11,75583260,+,Pitpna
11,75583380,+,Pitpna
11,75585079,+,4931413K12Rik,Pitpna
11,75585083,+,4931413K12Rik,Pitpna
11,75585132,+,4931413K12Rik,Pitpna
11,75593171,+,4931413K12Rik,Pitpna
11,75596758,+,4931413K12Rik,Gm12338,Pitpna
11,75597397,+,4931413K12Rik,Gm12338,Pitpna
11,75597409,+,4931413K12Rik,Gm12338,Pitpna
11,75597428,+,4931413K12Rik,Gm12338,Pitpna
11,75597433,+,4931413K12Rik,Gm12338,Pitpna
11,75597476,+,4931413K12Rik,Gm12338,Pitpna
11,75597488,+,4931413K12Rik,Gm12338,Pitpna
11,75606379,+,Pitpna
11,75606380,+,Pitpna
11,75613124,+,Pitpna
11,75613280,+,Pitpna
11,75613283,+,Pitpna
11,75613385,+,Pitpna
11,75613393,+,Pitpna
11,75613773,+,Pitpna
11,75624387,+,Pitpna
11,75635925,+,Inpp5k
11,75636214,+,Inpp5k
11,75642026,+,Inpp5k
11,75642048,+,Inpp5k
11,75642049,+,Inpp5k
11,75642055,+,Inpp5k
11,75642221,+,Inpp5k
11,75642223,+,Inpp5k
11,75642226,+,Inpp5k
11,75646167,+,Inpp5k,Myo1c
11,75646179,+,Inpp5k,Myo1c
11,75646206,+,Inpp5k,Myo1c
11,75646208,+,Inpp5k,Myo1c
11,75646301,+,Inpp5k,Myo1c
11,75683733,+,Crk
11,75689804,+,Crk
11,75691250,+,Crk
11,75691287,+,Crk
11,75691299,+,Crk
11,75693164,+,Crk
11,75693213,+,Crk
11,75698965,+,Crk
11,75698968,+,Crk
11,75699613,+,Crk
11,75700933,+,Crk
11,75700980,+,Crk
11,75702394,+,Crk
11,75702411,+,Crk
11,75702461,+,Crk
11,75705297,+,Crk
11,75707259,+,Crk
11,75709182,+,Crk
11,75718040,+,-
11,75722869,+,-
11,75738266,+,Ywhae
11,75738790,+,Ywhae
11,75739714,+,Ywhae
11,75739726,+,Ywhae
11,75739727,+,Ywhae
11,75739743,+,Ywhae
11,75739923,+,Ywhae
11,75739935,+,Ywhae
11,75741332,+,Gm26836,Ywhae
11,75741360,+,Gm26836,Ywhae
11,75741373,+,Gm26836,Ywhae
11,75741959,+,Gm26836,Ywhae
11,75741991,+,Gm26836,Ywhae
11,75743791,+,Gm26836,Ywhae
11,75743813,+,Gm26836,Ywhae
11,75745084,+,Gm26836,Ywhae
11,75745114,+,Gm26836,Ywhae
11,75747188,+,Gm26836,Ywhae
11,75761084,+,Gm26836,Ywhae
11,75804681,+,Gm12339
11,75808762,+,Gm12339
11,76054843,-,Vps53
11,76054850,-,Vps53
11,76062217,-,Vps53
11,76067618,-,Vps53
11,76067681,-,Vps53
11,76067846,-,Vps53
11,76070772,-,Vps53
11,76070775,-,Vps53
11,76070779,-,Vps53
11,76070797,-,Vps53
11,76079471,-,Vps53
11,76079487,-,Vps53
11,76079963,-,Vps53
11,76090437,-,Vps53
11,76124283,-,Glod4,Vps53
11,76136733,-,Glod4,Vps53
11,76137643,-,Glod4,Vps53
11,76138680,-,Glod4,Vps53
11,76147334,-,Glod4,Gm12340,Vps53
11,76147344,-,Glod4,Gm12340,Vps53
11,76147345,-,Glod4,Gm12340,Vps53
11,76147351,-,Glod4,Gm12340,Vps53
11,76147391,-,Glod4,Gm12340,Vps53
11,76147399,-,Glod4,Gm12340,Vps53
11,76159020,-,Glod4,Vps53
11,76161956,-,Glod4,Vps53
11,76172399,-,Glod4,Vps53
11,76172423,-,Glod4,Vps53
11,76177594,-,Fam57a,Glod4,Vps53
11,76177902,-,Fam57a,Glod4,Vps53
11,76181146,+,Fam57a,Glod4,Vps53
11,76186561,+,Fam57a,Glod4
11,76192848,+,Fam57a,Glod4
11,76195416,+,Fam57a,Glod4
11,76255069,-,Mrm3,Nxn
11,76255070,-,Mrm3,Nxn
11,76271497,-,Nxn
11,76271588,-,Nxn
11,76272079,-,Nxn
11,76276320,-,Nxn
11,76277998,-,Nxn
11,76284592,-,Nxn
11,76284611,-,Nxn
11,76291506,-,Nxn
11,76301720,-,Nxn
11,76325988,-,Nxn
11,76325989,-,Nxn
11,76326038,-,Nxn
11,76327061,-,Nxn
11,76333068,-,Nxn
11,76333071,-,Nxn
11,76336750,-,Nxn
11,76338408,-,Nxn
11,76344962,-,Nxn
11,76344974,-,Nxn
11,76345273,-,Nxn
11,76345274,-,Nxn
11,76345297,-,Nxn
11,76345314,-,Nxn
11,76346143,-,Nxn
11,76354169,-,Nxn
11,76366447,-,Nxn
11,76367783,-,Nxn
11,76367786,-,Nxn
11,76367802,-,Nxn
11,76380729,-,Nxn
11,76390065,-,Nxn
11,76390085,-,Nxn
11,76390090,-,Nxn
11,76390097,-,Nxn
11,76390104,-,Nxn
11,76390369,-,Nxn
11,76390375,-,Nxn
11,76390404,-,Nxn
11,76394264,-,Nxn
11,76414789,+,Abr,Timm22
11,76454153,-,Abr
11,76471053,-,Abr
11,76471060,-,Abr
11,76542621,-,Abr
11,76579570,-,Abr
11,76592774,-,Abr
11,76592778,-,Abr
11,76592779,-,Abr
11,76597279,-,Abr,Rpl36-ps2
11,76597764,-,Abr,Rpl36-ps2
11,76608969,-,Abr
11,76618716,-,Abr,Gm26780
11,76618728,-,Abr,Gm26780
11,76618731,-,Abr,Gm26780
11,76618743,-,Abr,Gm26780
11,76618755,-,Abr,Gm26780
11,76619719,-,Abr,Gm26780
11,76619784,-,Abr,Gm26780
11,76619786,-,Abr,Gm26780
11,76619795,-,Abr,Gm26780
11,76619796,-,Abr,Gm26780
11,76619797,-,Abr,Gm26780
11,76619806,-,Abr,Gm26780
11,76619815,-,Abr,Gm26780
11,76746052,-,Gosr1
11,76747401,-,Gosr1
11,76747415,-,Gosr1
11,76747439,-,Gosr1
11,76747454,-,Gosr1
11,76747462,-,Gosr1
11,76747573,-,Gosr1
11,76752383,-,Gosr1
11,76752386,-,Gosr1
11,76752393,-,Gosr1
11,76760343,-,Gosr1
11,76760690,-,Gosr1
11,76777052,-,Cpd
11,76790341,-,Cpd
11,76792174,-,Cpd
11,76795792,-,Cpd
11,76823350,-,Cpd
11,76823367,-,Cpd
11,76824246,-,Cpd
11,76824262,-,Cpd
11,76838204,-,Cpd
11,76952852,+,Blmh
11,76952853,+,Blmh
11,76952869,+,Blmh
11,76952870,+,Blmh
11,76953096,+,Blmh
11,76953097,+,Blmh
11,76953102,+,Blmh
11,76956398,+,Blmh
11,76956404,+,Blmh
11,76957354,+,Blmh
11,76957546,+,Blmh
11,77208296,-,-
11,77223632,+,Ssh2
11,77228591,+,Ssh2
11,77228622,+,Ssh2
11,77228627,+,Ssh2
11,77229823,+,Ssh2
11,77229844,+,Ssh2
11,77232479,+,Ssh2
11,77236091,+,Ssh2
11,77236122,+,Ssh2
11,77236429,+,Ssh2
11,77238289,+,Ssh2
11,77238770,+,Ssh2
11,77245523,+,Gm24989,Ssh2
11,77245568,+,Gm24989,Ssh2
11,77245569,+,Gm24989,Ssh2
11,77245588,+,Gm24989,Ssh2
11,77245591,+,Gm24989,Ssh2
11,77246729,+,Gm24989,Ssh2
11,77246743,+,Gm24989,Ssh2
11,77246759,+,Gm24989,Ssh2
11,77253065,+,Ssh2
11,77253072,+,Ssh2
11,77253716,+,Ssh2
11,77253722,+,Ssh2
11,77258612,+,Ssh2
11,77258620,+,Ssh2
11,77258625,+,Ssh2
11,77258626,+,Ssh2
11,77268469,+,Ssh2
11,77297089,+,Gm12346,Ssh2
11,77300823,+,Gm12346,Ssh2
11,77300831,+,Gm12346,Ssh2
11,77300836,+,Gm12346,Ssh2
11,77301791,+,Ssh2
11,77324202,+,Ssh2
11,77324207,+,Ssh2
11,77326573,+,Ssh2
11,77326604,+,Ssh2
11,77327800,+,Ssh2
11,77327954,+,Ssh2
11,77329166,+,Ssh2
11,77333064,+,Ssh2
11,77333073,+,Ssh2
11,77333786,+,Ssh2
11,77340317,+,Ssh2
11,77340320,+,Ssh2
11,77340335,+,Ssh2
11,77340361,+,Ssh2
11,77341215,+,Ssh2
11,77341494,+,Ssh2
11,77341500,+,Ssh2
11,77341501,+,Ssh2
11,77341507,+,Ssh2
11,77341810,+,Ssh2
11,77342263,+,Ssh2
11,77342264,+,Ssh2
11,77342281,+,Ssh2
11,77342290,+,Ssh2
11,77342291,+,Ssh2
11,77343793,+,Ssh2
11,77343804,+,Ssh2
11,77343812,+,Ssh2
11,77343863,+,Ssh2
11,77355070,+,Ssh2
11,77357549,+,Ssh2
11,77360091,+,Ssh2
11,77360145,+,Ssh2
11,77362238,+,Ssh2
11,77372031,+,Ssh2
11,77382374,+,Ssh2
11,77382379,+,Ssh2
11,77382383,+,Ssh2
11,77382390,+,Ssh2
11,77382396,+,Ssh2
11,77382401,+,Ssh2
11,77382542,+,Ssh2
11,77382558,+,Ssh2
11,77382563,+,Ssh2
11,77383961,+,Ssh2
11,77383987,+,Ssh2
11,77384611,+,Ssh2
11,77389063,+,Ssh2
11,77408492,+,Ssh2
11,77409250,+,Ssh2
11,77413716,+,Ssh2
11,77413722,+,Ssh2
11,77413753,+,Ssh2
11,77414602,+,Ssh2
11,77414642,+,Ssh2
11,77415425,+,Ssh2
11,77415433,+,Ssh2
11,77425809,+,Ssh2
11,77425816,+,Ssh2
11,77425822,+,Ssh2
11,77426829,+,Ssh2
11,77427733,+,Ssh2
11,77431109,+,Ssh2
11,77431132,+,Ssh2
11,77450770,+,Ssh2
11,77452632,+,Ssh2
11,77452640,+,Ssh2
11,77486537,-,2210008F06Rik,Ankrd13b
11,77495588,+,2210008F06Rik,Git1
11,77528890,-,Abhd15,Taok1
11,77538543,-,Abhd15,Gm12734,Taok1
11,77538560,-,Abhd15,Gm12734,Taok1
11,77552876,-,Taok1
11,77552888,-,Taok1
11,77553392,-,Taok1
11,77554362,-,Taok1
11,77554374,-,Taok1
11,77554620,-,Taok1
11,77554683,-,Taok1
11,77557294,-,Taok1
11,77566840,-,Taok1
11,77568463,-,Taok1
11,77568492,-,Taok1
11,77568495,-,Taok1
11,77595129,-,Taok1
11,77595193,-,Taok1
11,77595231,-,Taok1
11,77595243,-,Taok1
11,77595269,-,Taok1
11,77595271,-,Taok1
11,77595678,-,Taok1
11,77616267,-,-
11,77617148,-,-
11,77617149,-,-
11,77618227,-,-
11,77689184,+,Nufip2
11,77690311,+,Nufip2
11,77694409,+,Nufip2
11,77694449,+,Nufip2
11,77696636,+,Nufip2
11,77697458,+,Nufip2
11,77707858,+,Nufip2
11,77720751,+,Cryba1,Nufip2
11,77774587,+,Myo18a
11,77794086,+,Myo18a
11,77794730,+,Myo18a
11,77797344,+,Myo18a
11,77797350,+,Myo18a
11,77797962,+,Myo18a
11,77799179,+,Myo18a
11,77799421,+,Myo18a
11,77799431,+,Myo18a
11,77799548,+,Myo18a
11,77800031,+,Myo18a
11,77800070,+,Myo18a
11,77800097,+,Myo18a
11,77905127,-,-
11,77963614,+,Sez6
11,77969728,+,Sez6
11,77987132,+,Phf12
11,78000920,+,Phf12
11,78001147,+,Phf12
11,78003047,+,Phf12
11,78003335,+,Phf12
11,78010186,+,Phf12
11,78010237,+,Phf12
11,78010258,+,Phf12
11,78011154,+,Phf12
11,78011957,+,Phf12
11,78011970,+,Phf12
11,78011971,+,Phf12
11,78019634,+,Phf12
11,78020972,+,Phf12
11,78020977,+,Phf12
11,78041348,+,Dhrs13,Flot2
11,78041650,+,Dhrs13,Flot2
11,78056317,+,Flot2
11,78056350,+,Flot2
11,78056780,+,Flot2
11,78097415,+,Fam222b
11,78099181,+,Fam222b
11,78104386,+,Fam222b
11,78104833,+,Fam222b
11,78104834,+,Fam222b
11,78104839,+,Fam222b
11,78122281,+,Fam222b
11,78123772,+,Fam222b
11,78124562,+,Fam222b
11,78124593,+,Fam222b
11,78125402,+,Fam222b
11,78127493,+,Fam222b
11,78127497,+,Fam222b
11,78127527,+,Fam222b
11,78128668,+,Fam222b
11,78129244,+,Fam222b
11,78129293,+,Fam222b
11,78131995,+,Fam222b
11,78132731,+,Fam222b
11,78138552,+,Fam222b
11,78148567,+,Fam222b,Gm12571
11,78148641,+,Fam222b,Gm12571
11,78150069,+,Fam222b,Gm12571
11,78204364,-,Proca1,Supt6
11,78206651,-,Proca1,Supt6
11,78206656,-,Proca1,Supt6
11,78206667,-,Proca1,Supt6
11,78206671,-,Proca1,Supt6
11,78239987,-,Supt6
11,78247666,+,Sdf2,Supt6
11,78247730,+,Sdf2,Supt6
11,78254276,+,Sdf2
11,78267822,+,2610507B11Rik
11,78267824,+,2610507B11Rik
11,78293760,+,2610507B11Rik,BC030499,Gm3948
11,78296634,+,BC030499,Gm3948,Spag5
11,78296976,+,BC030499,Gm3948,Spag5
11,78296983,+,BC030499,Gm3948,Spag5
11,78296994,+,BC030499,Gm3948,Spag5
11,78297003,+,BC030499,Gm3948,Spag5
11,78297443,+,BC030499,Gm3948,Spag5
11,78297454,+,BC030499,Gm3948,Spag5
11,78297484,+,BC030499,Gm3948,Spag5
11,78298121,+,BC030499,Gm3948,Spag5
11,78298157,+,BC030499,Gm3948,Spag5
11,78300622,+,BC030499,Spag5
11,78334293,+,Pigs
11,78489437,-,Sarm1
11,78489442,-,Sarm1
11,78489446,-,Sarm1
11,78489464,-,Sarm1
11,78490113,-,Sarm1
11,78519761,+,Poldip2,Tnfaip1
11,78564348,-,D11Bhm181e,Gm22947,Nlk
11,78579720,-,Gm17235,Nlk
11,78588746,-,Gm11196,Nlk
11,78592505,-,Nlk
11,78592508,-,Nlk
11,78605674,-,Nlk
11,78608734,-,Nlk
11,78608738,-,Nlk
11,78619374,-,Nlk
11,78619387,-,Nlk
11,78619401,-,Nlk
11,78620786,-,Nlk
11,78620801,-,Nlk
11,78621451,-,Nlk
11,78622739,-,Nlk
11,78624026,-,Nlk
11,78624053,-,Nlk
11,78641944,-,Nlk
11,78652551,-,Nlk
11,78652996,-,Nlk
11,78653024,-,Nlk
11,78653028,-,Nlk
11,78653058,-,Nlk
11,78654499,-,Nlk
11,78658505,-,Nlk
11,78658631,-,Nlk
11,78659278,-,Nlk
11,78661522,-,Nlk
11,78661562,-,Nlk
11,78663134,-,Nlk
11,78663286,-,Nlk
11,78663333,-,Nlk
11,78663340,-,Nlk
11,78663367,-,Nlk
11,78663379,-,Nlk
11,78664579,-,Nlk
11,78664593,-,Nlk
11,78664603,-,Nlk
11,78664605,-,Nlk
11,78664609,-,Nlk
11,78664665,-,Nlk
11,78664666,-,Nlk
11,78673847,-,Nlk
11,78673883,-,Nlk
11,78673890,-,Nlk
11,78673981,-,Nlk
11,78673993,-,Nlk
11,78674634,-,Nlk
11,78680607,-,Nlk
11,78680614,-,Nlk
11,78680618,-,Nlk
11,78680626,-,Nlk
11,78680636,-,Nlk
11,78680640,-,Nlk
11,78681533,-,Nlk
11,78681541,-,Nlk
11,78681542,-,Nlk
11,78681543,-,Nlk
11,78681551,-,Nlk
11,78681561,-,Nlk
11,78681698,-,Nlk
11,78681703,-,Nlk
11,78681713,-,Nlk
11,78681717,-,Nlk
11,78692900,-,Nlk
11,78693680,-,Nlk
11,78834139,+,Lyrm9
11,78845832,+,Lyrm9
11,79061397,-,Ksr1
11,79061407,-,Ksr1
11,79061465,-,Ksr1
11,79061670,-,Ksr1
11,79077494,-,Ksr1
11,79106454,-,Ksr1
11,79108764,-,Ksr1
11,79108823,-,Ksr1
11,79246076,-,Wsb1
11,79341447,+,Nf1
11,79341768,+,Nf1
11,79341781,+,Nf1
11,79341784,+,Nf1
11,79342476,+,Nf1
11,79342477,+,Nf1
11,79346111,+,Nf1
11,79352437,+,Nf1
11,79353643,+,Nf1
11,79365440,+,Nf1
11,79365445,+,Nf1
11,79365450,+,Nf1
11,79366236,+,Nf1
11,79366246,+,Nf1
11,79373001,+,Gm11198,Nf1
11,79449210,+,Gm11199,Nf1
11,79465813,+,Nf1
11,79466463,+,Nf1
11,79466498,+,Nf1
11,79486778,+,AU040972,Nf1
11,79486779,+,AU040972,Nf1
11,79486782,+,AU040972,Nf1
11,79486789,+,AU040972,Nf1
11,79487034,+,AU040972,Nf1
11,79487044,+,AU040972,Nf1
11,79487093,+,AU040972,Nf1
11,79491290,+,Nf1
11,79491316,+,Nf1
11,79492054,+,Nf1
11,79492098,+,Nf1
11,79492113,+,Nf1
11,79492510,+,Nf1
11,79496208,+,Nf1,Omg
11,79496259,+,Nf1,Omg
11,79497072,+,Nf1,Omg
11,79504871,+,Nf1,Omg
11,79505319,+,Nf1,Omg
11,79508384,+,Nf1,Omg
11,79508397,+,Evi2,Nf1,Omg
11,79508398,+,Evi2,Nf1,Omg
11,79508490,+,Evi2,Nf1,Omg
11,79511376,+,Evi2,Evi2b,Nf1
11,79511451,+,Evi2,Evi2b,Nf1
11,79512619,+,Evi2,Evi2b,Nf1
11,79522283,+,Evi2,Evi2a,Evi2b,Nf1
11,79534794,+,Evi2,Evi2a,Nf1
11,79534810,+,Evi2,Evi2a,Nf1
11,79557521,+,Nf1
11,79557602,+,Nf1
11,79561624,+,Nf1
11,79571308,+,Nf1
11,79571316,+,Nf1
11,79571325,+,Nf1
11,79571328,+,Nf1
11,79571339,+,Nf1
11,79572786,+,Nf1
11,79596333,+,Gm23293,Rab11fip4
11,79598579,+,Gm23293,Rab11fip4
11,79602408,+,Rab11fip4,Rab11fip4os1
11,79627045,+,Rab11fip4,Rab11fip4os1
11,79631108,+,Gm25867,Rab11fip4
11,79635891,+,Gm24887,Gm25867,Rab11fip4
11,79635905,+,Gm24887,Gm25867,Rab11fip4
11,79637199,+,Gm24887,Gm25867,Rab11fip4
11,79637202,+,Gm24887,Gm25867,Rab11fip4
11,79637368,+,Gm24887,Gm25867,Rab11fip4
11,79637385,+,Gm24887,Gm25867,Rab11fip4
11,79637389,+,Gm24887,Gm25867,Rab11fip4
11,79637675,+,Gm24887,Gm25867,Rab11fip4
11,79936775,-,Utp6
11,79936776,-,Utp6
11,79955342,-,Utp6
11,79955356,-,Utp6
11,79998263,+,Suz12
11,79998273,+,Suz12
11,79998302,+,Suz12
11,79998313,+,Suz12
11,79998318,+,Suz12
11,79998324,+,Suz12
11,79998331,+,Suz12
11,79998337,+,Suz12
11,79998705,+,Suz12
11,79998723,+,Suz12
11,79998734,+,Suz12
11,80000118,+,Suz12
11,80001567,+,Suz12
11,80001571,+,Suz12
11,80005738,+,Suz12
11,80010739,+,Suz12
11,80012392,+,Gm26563,Suz12
11,80016530,+,Gm26563,Suz12
11,80019928,+,Gm26563,Suz12
11,80019940,+,Gm26563,Suz12
11,80021542,+,Gm26563,Suz12
11,80021691,+,Gm26563,Suz12
11,80021716,+,Gm26563,Suz12
11,80021901,+,Gm26563,Suz12
11,80024569,+,Gm26563,Suz12
11,80034499,+,Gm26563,Suz12
11,80034505,+,Gm26563,Suz12
11,80041296,-,-
11,80051304,-,Crlf3
11,80065133,-,Crlf3
11,80066372,-,Crlf3
11,80120439,+,Atad5
11,80120456,+,Atad5
11,80122050,+,Atad5
11,80122495,+,Atad5
11,80122499,+,Atad5
11,80122518,+,Atad5
11,80211563,+,Rhot1
11,80211636,+,Rhot1
11,80212164,+,Rhot1
11,80213607,+,Rhot1
11,80213859,+,Rhot1
11,80215848,+,Rhot1
11,80216311,+,Rhot1
11,80217584,+,Rhot1
11,80223422,+,Rhot1
11,80231873,+,Rhot1
11,80232673,+,Rhot1
11,80232687,+,Rhot1
11,80235854,+,Rhot1
11,80236404,+,Rhot1
11,80236411,+,Rhot1
11,80240443,+,Rhot1
11,80252136,+,Rhot1
11,80260403,+,Rhot1
11,80260415,+,Rhot1
11,80260426,+,Rhot1
11,80263959,+,Rhot1
11,80325274,+,Rhbdl3
11,80325356,+,Rhbdl3
11,80325361,+,Rhbdl3
11,80325367,+,Rhbdl3
11,80339481,+,Rhbdl3
11,80347676,+,Rhbdl3
11,80350356,+,Rhbdl3
11,80359551,-,5730455P16Rik,Rhbdl3
11,80362941,-,5730455P16Rik
11,80370904,-,5730455P16Rik
11,80371490,-,5730455P16Rik
11,80373350,-,5730455P16Rik
11,80407688,+,Zfp207
11,80412414,+,-
11,80413033,+,-
11,80413047,+,-
11,80418994,+,-
11,80421698,+,-
11,80422222,+,-
11,80422927,+,-
11,80422928,+,-
11,80423904,+,Psmd11
11,80439813,+,Psmd11
11,80443293,+,Psmd11
11,80443311,+,Psmd11
11,80443327,+,Psmd11
11,80444967,+,Psmd11
11,80454400,+,Psmd11
11,80454406,+,Psmd11
11,80465180,+,Psmd11
11,80465219,+,Psmd11
11,80465883,+,Psmd11
11,80465884,+,Psmd11
11,80466689,+,Psmd11
11,80466712,+,Psmd11
11,80470857,+,Psmd11
11,80470879,+,Psmd11
11,80471217,+,Psmd11
11,80520916,-,Myo1d
11,80541506,-,Myo1d
11,80551043,-,Myo1d
11,80551052,-,Myo1d
11,80588070,-,Myo1d
11,80626627,-,Myo1d
11,80740401,-,Myo1d
11,80870333,-,Spaca3
11,80904691,-,Asic2
11,80904706,-,Asic2
11,80933125,-,Asic2
11,80938412,-,Asic2
11,80944595,-,Asic2
11,80944599,-,Asic2
11,81018656,-,Asic2
11,81018660,-,Asic2
11,81018664,-,Asic2
11,81018676,-,Asic2
11,81018681,-,Asic2
11,81018687,-,Asic2
11,81018694,-,Asic2
11,81019268,-,Asic2
11,81019274,-,Asic2
11,81019278,-,Asic2
11,81019279,-,Asic2
11,81019284,-,Asic2
11,81019285,-,Asic2
11,81019290,-,Asic2
11,81019294,-,Asic2
11,81019301,-,Asic2
11,81019302,-,Asic2
11,81019310,-,Asic2
11,81019314,-,Asic2
11,81023312,-,Asic2
11,81023340,-,Asic2
11,81023383,-,Asic2
11,81023727,-,Asic2
11,81026381,-,Asic2
11,81060128,-,Asic2
11,81060134,-,Asic2
11,81060142,-,Asic2
11,81060962,-,Asic2
11,81060963,-,Asic2
11,81060976,-,Asic2
11,81060977,-,Asic2
11,81060990,-,Asic2
11,81087087,-,Asic2,Gm11417
11,81087108,-,Asic2,Gm11417
11,81087121,-,Asic2,Gm11417
11,81087122,-,Asic2,Gm11417
11,81087129,-,Asic2,Gm11417
11,81087145,-,Asic2,Gm11417
11,81087152,-,Asic2,Gm11417
11,81087770,-,Asic2,Gm11417
11,81087809,-,Asic2,Gm11417
11,81087816,-,Asic2,Gm11417
11,81087824,-,Asic2,Gm11417
11,81096943,-,Asic2
11,81137446,-,Asic2
11,81137453,-,Asic2
11,81137456,-,Asic2
11,81137479,-,Asic2
11,81138130,-,Asic2
11,81138131,-,Asic2
11,81138132,-,Asic2
11,81138156,-,Asic2
11,81187974,-,Asic2
11,81193164,-,Asic2
11,81212531,-,Asic2
11,81212615,-,Asic2
11,81212627,-,Asic2
11,81212765,-,Asic2
11,81212775,-,Asic2
11,81212781,-,Asic2
11,81212784,-,Asic2
11,81214615,-,Asic2
11,81214629,-,Asic2
11,81250799,-,Asic2
11,81276335,-,Asic2
11,81277170,-,Asic2
11,81285150,-,Asic2
11,81285155,-,Asic2
11,81296908,-,Asic2
11,81296938,-,Asic2
11,81300069,-,Asic2
11,81307295,-,Asic2
11,81317930,-,Asic2
11,81325102,-,Asic2
11,81326215,-,Asic2
11,81326221,-,Asic2
11,81326222,-,Asic2
11,81326254,-,Asic2
11,81326283,-,Asic2
11,81326284,-,Asic2
11,81328412,-,Asic2
11,81328701,-,Asic2
11,81328710,-,Asic2
11,81367544,-,Asic2
11,81387280,-,4930527B05Rik,Asic2
11,81415674,-,Asic2
11,81415753,-,Asic2
11,81415789,-,Asic2
11,81415806,-,Asic2
11,81415847,-,Asic2
11,81415871,-,Asic2
11,81430656,-,Asic2
11,81430682,-,Asic2
11,81430762,-,Asic2
11,81430763,-,Asic2
11,81458467,-,Asic2
11,81481006,-,Asic2
11,81487949,-,Asic2
11,81544127,-,Asic2
11,81544128,-,Asic2
11,81544638,-,Asic2
11,81544646,-,Asic2
11,81544651,-,Asic2
11,81563312,-,Asic2
11,81563505,-,Asic2
11,81566581,-,Asic2
11,81566587,-,Asic2
11,81566621,-,Asic2
11,81566651,-,Asic2
11,81566666,-,Asic2
11,81566672,-,Asic2
11,81566673,-,Asic2
11,81566683,-,Asic2
11,81567458,-,Asic2
11,81567459,-,Asic2
11,81567460,-,Asic2
11,81567463,-,Asic2
11,81567527,-,Asic2
11,81567528,-,Asic2
11,81569161,-,1700071K01Rik,Asic2
11,81571682,-,1700071K01Rik,Asic2
11,81571715,-,1700071K01Rik,Asic2
11,81571718,-,1700071K01Rik,Asic2
11,81571744,-,1700071K01Rik,Asic2
11,81571748,-,1700071K01Rik,Asic2
11,81577106,-,1700071K01Rik,Asic2
11,81607509,-,Asic2
11,81608912,-,Asic2
11,81623795,-,Asic2
11,81623806,-,Asic2
11,81633505,-,Asic2
11,81652844,-,Asic2
11,81659748,-,Asic2
11,81659760,-,Asic2
11,81659804,-,Asic2
11,81659876,-,Asic2
11,81664485,-,Asic2
11,81682071,-,Asic2
11,81682076,-,Asic2
11,81682080,-,Asic2
11,81682082,-,Asic2
11,81682172,-,Asic2
11,81682226,-,Asic2
11,81682903,-,Asic2
11,81682908,-,Asic2
11,81682909,-,Asic2
11,81687945,-,Asic2
11,81687975,-,Asic2
11,81711909,-,Asic2
11,81711943,-,Asic2
11,81719948,-,Asic2
11,81719993,-,Asic2
11,81719995,-,Asic2
11,81720025,-,Asic2
11,81732997,-,Asic2
11,81755178,-,Asic2
11,81755243,-,Asic2
11,81755280,-,Asic2
11,81773613,-,Asic2
11,81773621,-,Asic2
11,81802292,-,Asic2
11,81803611,-,Asic2
11,81804206,-,Asic2
11,81804254,-,Asic2
11,81804265,-,Asic2
11,81805031,-,Asic2
11,81805044,-,Asic2
11,81805049,-,Asic2
11,81805059,-,Asic2
11,81805089,-,Asic2
11,81805091,-,Asic2
11,81805112,-,Asic2
11,81805160,-,Asic2
11,81805352,-,Asic2
11,81805384,-,Asic2
11,81806381,-,Asic2
11,81806416,-,Asic2
11,81806464,-,Asic2
11,81806465,-,Asic2
11,81806466,-,Asic2
11,81806490,-,Asic2
11,81806509,-,Asic2
11,81806515,-,Asic2
11,81806527,-,Asic2
11,81806547,-,Asic2
11,81806548,-,Asic2
11,81806553,-,Asic2
11,81806554,-,Asic2
11,81806571,-,Asic2
11,81806574,-,Asic2
11,81806575,-,Asic2
11,81806581,-,Asic2
11,81806611,-,Asic2
11,81806620,-,Asic2
11,81806624,-,Asic2
11,81826087,-,Asic2
11,81826290,-,Asic2
11,81826309,-,Asic2
11,81826320,-,Asic2
11,81826922,-,Asic2
11,81827003,-,Asic2
11,81832817,-,Asic2
11,81850042,-,Asic2
11,81850061,-,Asic2
11,81850083,-,Asic2
11,81850103,-,Asic2
11,81850104,-,Asic2
11,81850105,-,Asic2
11,81850113,-,Asic2
11,81850116,-,Asic2
11,81850144,-,Asic2
11,81850169,-,Asic2
11,81850173,-,Asic2
11,81850174,-,Asic2
11,81850178,-,Asic2
11,81850191,-,Asic2
11,81850227,-,Asic2
